Hydrocarbon,Ti (K),equivalent ratio,Pressure (atm),LBV (cm/s),,
Alkane+air,300,0.6,1,10.32,,
Alkane+air,300,0.68,1,19.95,,
Alkane+air,300,0.69,1,21.168,,
Alkane+air,300,0.7,1,18.981,,
Alkane+air,300,0.71,1,23.58,,
Alkane+air,300,0.74,1,24.762,,
Alkane+air,300,0.75,1,26.347,,
Alkane+air,300,0.78,1,26.445,,
Alkane+air,300,0.79,1,28.297,,
Alkane+air,300,0.8,1,26.752,,
Alkane+air,300,0.82,1,31.64,,
Alkane+air,300,0.83,1,27.87,,
Alkane+air,300,0.84,1,34.32,,
Alkane+air,300,0.85,1,33.61,,
Alkane+air,300,0.87,1,33.24,,
Alkane+air,300,0.88,1,33.16,,
Alkane+air,300,0.89,1,34.935,,
Alkane+air,300,0.9,1,32.27,,
Alkane+air,300,0.92,1,32.53,,
Alkane+air,300,0.95,1,38.52,,
Alkane+air,300,0.96,1,38.06,,
Alkane+air,300,0.97,1,36.987,,
Alkane+air,300,0.98,1,37.74,,
Alkane+air,300,0.99,1,36.81,,
Alkane+air,300,1,1,35.818,,
Alkane+air,300,1.02,1,37.588,,
Alkane+air,300,1.05,1,40.48,,
Alkane+air,300,1.06,1,38.285,,
Alkane+air,300,1.07,1,38.136,,
Alkane+air,300,1.08,1,41.75,,
Alkane+air,300,1.09,1,38.62,,
Alkane+air,300,1.1,1,36.42,,
Alkane+air,300,1.11,1,36.073,,
Alkane+air,300,1.15,1,39.098,,
Alkane+air,300,1.16,1,35.632,,
Alkane+air,300,1.19,1,36.81,,
Alkane+air,300,1.2,1,33.611,,
Alkane+air,300,1.21,1,34.63,,
Alkane+air,300,1.23,1,34.12,,
Alkane+air,300,1.24,1,34.39,,
Alkane+air,300,1.25,1,31.863,,
Alkane+air,300,1.26,1,31.16,,
Alkane+air,300,1.29,1,31.33,,
Alkane+air,300,1.3,1,26.746,,
Alkane+air,300,1.35,1,20.3,,
Alkane+air,300,1.4,1,14.92,,
Alkane+air,360,0.7,1,42.2,,
Alkane+air,360,0.8,1,44.775,,
Alkane+air,360,1,1,47.35,,
Alkane+air,369,0.7,1,40.5,,
Alkane+air,369,1,1,48.7,,
Alkane+air,370,0.6,1,18.64,,
Alkane+air,370,0.7,1,29.739,,
Alkane+air,370,0.79,1,42.66,,
Alkane+air,370,0.8,1,39.307,,
Alkane+air,370,0.88,1,50.223,,
Alkane+air,370,0.9,1,46.387,,
Alkane+air,370,0.97,1,60.93,,
Alkane+air,370,0.98,1,55.89,,
Alkane+air,370,1,1,51.822,,
Alkane+air,370,1.07,1,58.033,,
Alkane+air,370,1.1,1,52.622,,
Alkane+air,370,1.16,1,56.694,,
Alkane+air,370,1.2,1,48.225,,
Alkane+air,370,1.25,1,48.885,,
Alkane+air,370,1.3,1,39.218,,
Alkane+air,370,1.4,1,17.93,,
Alkane+air,372,1,1,57.65,,
Alkane+air,375,0.7,1,42.4,,
Alkane+air,375,1,1,61,,
Alkane+air,378,1,1,56.8,,
Alkane+air,381,1,1,50.5,,
Alkane+air,387,1,1,57.4,,
Alkane+air,390,0.7,1,47.3,,
Alkane+air,390,0.8,1,55.767,,
Alkane+air,390,1,1,54.575,,
Alkane+air,393,1,1,56.9,,
Alkane+air,399,0.7,1,45.9,,
Alkane+air,399,0.8,1,40.8,,
Alkane+air,399,1,1,63.7,,
Alkane+air,402,0.7,1,44.95,,
Alkane+air,402,1,1,54.3,,
Alkane+air,405,0.7,1,45.15,,
Alkane+air,405,1,1,63,,
Alkane+air,408,1,1,63.7,,
Alkane+air,411,1,1,70.2,,
Alkane+air,414,1,1,65.9,,
Alkane+air,417,1,1,67.9,,
Alkane+air,420,0.5,1,25.25,,
Alkane+air,420,0.61,1,46.14,,
Alkane+air,420,0.7,1,46.975,,
Alkane+air,420,0.72,1,65.06,,
Alkane+air,420,0.8,1,63.133,,
Alkane+air,420,0.83,1,74.544,,
Alkane+air,420,0.94,1,81.887,,
Alkane+air,420,0.95,1,61.75,,
Alkane+air,420,1,1,61.845,,
Alkane+air,420,1.05,1,81.881,,
Alkane+air,420,1.16,1,76.142,,
Alkane+air,420,1.17,1,60.675,,
Alkane+air,420,1.27,1,73.375,,
Alkane+air,420,1.28,1,60.71,,
Alkane+air,420,1.39,1,33.67,,
Alkane+air,423,0.7,1,42.31,,
Alkane+air,423,0.79,1,53.29,,
Alkane+air,423,0.8,1,59.9,,
Alkane+air,423,0.88,1,63.81,,
Alkane+air,423,0.98,1,74.73,,
Alkane+air,423,1,1,59,,
Alkane+air,423,1.07,1,76.5,,
Alkane+air,423,1.1,1,77.6,,
Alkane+air,423,1.16,1,76.01,,
Alkane+air,423,1.2,1,72.3,,
Alkane+air,423,1.25,1,69.22,,
Alkane+air,426,1,1,64.9,,
Alkane+air,429,0.7,1,52.8,,
Alkane+air,429,1,1,69,,
Alkane+air,432,0.7,1,50.9,,
Alkane+air,435,0.7,1,52.9,,
Alkane+air,435,1,1,76.45,,
Alkane+air,438,0.8,1,50.6,,
Alkane+air,438,1,1,80.1,,
Alkane+air,441,1,1,77.1,,
Alkane+air,444,0.7,1,59.6,,
Alkane+air,444,0.8,1,55.2,,
Alkane+air,444,1,1,70.05,,
Alkane+air,447,0.8,1,54.2,,
Alkane+air,447,1,1,69.85,,
Alkane+air,450,0.7,1,53.575,,
Alkane+air,450,0.8,1,66.6,,
Alkane+air,450,1,1,70.954,,
Alkane+air,453,0.7,1,63,,
Alkane+air,453,0.8,1,55.8,,
Alkane+air,453,1,1,71.7,,
Alkane+air,456,0.7,1,59.1,,
Alkane+air,456,0.8,1,55.9,,
Alkane+air,456,1,1,81.8,,
Alkane+air,459,0.8,1,55.7,,
Alkane+air,459,1,1,76.3,,
Alkane+air,462,0.7,1,57.333,,
Alkane+air,465,1,1,86.1,,
Alkane+air,468,1,1,85.95,,
Alkane+air,471,0.8,1,59.9,,
Alkane+air,474,0.7,1,64.65,,
Alkane+air,474,1,1,77.3,,
Alkane+air,477,1,1,82.9,,
Alkane+air,480,0.7,1,60.75,,
Alkane+air,480,0.8,1,80.233,,
Alkane+air,480,1,1,77.51,,
Alkane+air,483,0.7,1,64.7,,
Alkane+air,483,0.8,1,62,,
Alkane+air,486,0.7,1,67.8,,
Alkane+air,486,0.8,1,63.3,,
Alkane+air,489,0.7,1,68.4,,
Alkane+air,492,0.7,1,65.867,,
Alkane+air,492,1,1,89.7,,
Alkane+air,495,1,1,95.9,,
Alkane+air,498,1,1,90.65,,
Alkane+air,500,0.6,1,39.035,,
Alkane+air,500,0.7,1,56.462,,
Alkane+air,500,0.78,1,70.81,,
Alkane+air,500,0.79,1,72.464,,
Alkane+air,500,0.8,1,71.19,,
Alkane+air,500,0.88,1,85.468,,
Alkane+air,500,0.89,1,84.09,,
Alkane+air,500,0.9,1,78.69,,
Alkane+air,500,0.98,1,92.618,,
Alkane+air,500,1,1,84.768,,
Alkane+air,500,1.06,1,91.66,,
Alkane+air,500,1.07,1,95.98,,
Alkane+air,500,1.1,1,85.85,,
Alkane+air,500,1.16,1,92.672,,
Alkane+air,500,1.2,1,79.88,,
Alkane+air,500,1.25,1,83.54,,
Alkane+air,500,1.3,1,67.22,,
Alkane+air,500,1.4,1,44.56,,
Alkane+air,501,1,1,90,,
Alkane+air,504,0.7,1,73.9,,
Alkane+air,504,1,1,82.7,,
Alkane+air,507,0.8,1,69.6,,
Alkane+air,510,0.7,1,70.871,,
Alkane+air,510,0.8,1,89.567,,
Alkane+air,510,1,1,86.8,,
Alkane+air,516,0.7,1,75.8,,
Alkane+air,516,0.8,1,70.1,,
Alkane+air,516,1,1,92.05,,
Alkane+air,519,0.7,1,77.1,,
Alkane+air,519,1,1,93.5,,
Alkane+air,522,0.7,1,70.7,,
Alkane+air,522,1,1,98.6,,
Alkane+air,525,0.7,1,77.3,,
Alkane+air,525,0.8,1,72.4,,
Alkane+air,525,1,1,84.4,,
Alkane+air,528,0.8,1,75.6,,
Alkane+air,531,0.7,1,81.6,,
Alkane+air,531,1,1,100.167,,
Alkane+air,534,0.7,1,80.4,,
Alkane+air,537,1,1,101,,
Alkane+air,540,0.7,1,78.14,,
Alkane+air,540,0.8,1,99.967,,
Alkane+air,540,1,1,96.45,,
Alkane+air,543,0.7,1,86.5,,
Alkane+air,543,1,1,102,,
Alkane+air,549,0.7,1,79.8,,
Alkane+air,552,0.7,1,86.25,,
Alkane+air,552,1,1,106,,
Alkane+air,555,0.8,1,77,,
Alkane+air,555,1,1,115.5,,
Alkane+air,558,0.7,1,87.4,,
Alkane+air,558,1,1,124,,
Alkane+air,561,0.7,1,87.4,,
Alkane+air,561,0.8,1,82.8,,
Alkane+air,567,0.7,1,92.8,,
Alkane+air,570,0.7,1,87.633,,
Alkane+air,570,0.8,1,110.667,,
Alkane+air,570,1,1,107.322,,
Alkane+air,573,0.8,1,82.7,,
Alkane+air,573,1,1,114,,
Alkane+air,579,0.7,1,89.6,,
Alkane+air,582,0.7,1,98.1,,
Alkane+air,582,1,1,130,,
Alkane+air,585,1,1,136,,
Alkane+air,588,0.7,1,96.5,,
Alkane+air,588,1,1,102.5,,
Alkane+air,591,0.7,1,99.25,,
Alkane+air,594,0.7,1,97.9,,
Alkane+air,594,1,1,102,,
Alkane+air,597,1,1,137,,
Alkane+air,600,0.5,1,61.635,,
Alkane+air,600,0.61,1,81.16,,
Alkane+air,600,0.7,1,93.728,,
Alkane+air,600,0.72,1,98.72,,
Alkane+air,600,0.8,1,122,,
Alkane+air,600,0.83,1,103.893,,
Alkane+air,600,0.94,1,109.575,,
Alkane+air,600,1,1,109.06,,
Alkane+air,600,1.05,1,110.51,,
Alkane+air,600,1.16,1,109.715,,
Alkane+air,600,1.27,1,89.68,,
Alkane+air,600,1.28,1,93.71,,
Alkane+air,609,0.7,1,105,,
Alkane+air,618,0.7,1,111,,
Alkane+air,627,0.7,1,112.5,,
Alkane+air,630,0.7,1,106,,
Alkane+air,660,0.7,1,118.333,,
Ammonia+air (XNH3=0.1),300,0.699,1,19.731,,
Ammonia+air (XNH3=0.1),300,0.699,5,8.192,,
Ammonia+air (XNH3=0.1),300,0.798,5,13.038,,
Ammonia+air (XNH3=0.1),300,0.8,1,28.5,,
Ammonia+air (XNH3=0.1),300,0.898,5,17.423,,
Ammonia+air (XNH3=0.1),300,0.899,1,34.731,,
Ammonia+air (XNH3=0.1),300,0.998,5,19.5,,
Ammonia+air (XNH3=0.1),300,1.001,1,38.423,,
Ammonia+air (XNH3=0.1),300,1.097,1,39.462,,
Ammonia+air (XNH3=0.1),300,1.1,5,20.423,,
Ammonia+air (XNH3=0.1),300,1.198,5,16.154,,
Ammonia+air (XNH3=0.1),300,1.199,1,34.962,,
Ammonia+air (XNH3=0.1),300,1.299,1,24,,
Ammonia+air (XNH3=0.1),300,1.3,5,10.846,,
Ammonia+air (XNH3=0.1),300,1.399,5,8.769,,
Ammonia+air (XNH3=0.1),300,1.401,1,15.462,,
Ammonia+air (XNH3=0.1),445.2,0.7,1,47.1,,
Ammonia+air (XNH3=0.1),466.2,0.7,1,51.9,,
Ammonia+air (XNH3=0.1),469.5,1,1,44.4,,
Ammonia+air (XNH3=0.1),470.4,0.7,5,25.5,,
Ammonia+air (XNH3=0.1),472.2,0.7,1,54.5,,
Ammonia+air (XNH3=0.1),482.7,1,1,49.1,,
Ammonia+air (XNH3=0.1),484.8,1.3,1,69.1,,
Ammonia+air (XNH3=0.1),492.9,1,1,52.4,,
Ammonia+air (XNH3=0.1),493.5,0.7,1,59.7,,
Ammonia+air (XNH3=0.1),499.8,0.7,1,62,,
Ammonia+air (XNH3=0.1),503.7,1,1,56,,
Ammonia+air (XNH3=0.1),504.6,0.7,5,30.4,,
Ammonia+air (XNH3=0.1),507,1.3,1,76.6,,
Ammonia+air (XNH3=0.1),515.1,1,1,59.3,,
Ammonia+air (XNH3=0.1),516.9,0.7,1,67.1,,
Ammonia+air (XNH3=0.1),518.1,0.7,5,32.7,,
Ammonia+air (XNH3=0.1),523.2,1,1,62.3,,
Ammonia+air (XNH3=0.1),525.9,1.3,1,82.6,,
Ammonia+air (XNH3=0.1),528.3,1,1,64.6,,
Ammonia+air (XNH3=0.1),530.4,0.7,1,70.3,,
Ammonia+air (XNH3=0.1),534.3,1,1,68.7,,
Ammonia+air (XNH3=0.1),536.4,0.7,1,72.3,,
Ammonia+air (XNH3=0.1),543.6,0.7,1,74.6,,
Ammonia+air (XNH3=0.1),547.2,1,1,73.9,,
Ammonia+air (XNH3=0.1),548.1,1.3,1,90.5,,
Ammonia+air (XNH3=0.1),552.9,0.7,1,76.9,,
Ammonia+air (XNH3=0.1),552.9,0.7,5,39,,
Ammonia+air (XNH3=0.1),560.1,1,1,79.2,,
Ammonia+air (XNH3=0.1),560.1,1.3,5,48.9,,
Ammonia+air (XNH3=0.1),566.4,1,1,82.5,,
Ammonia+air (XNH3=0.1),567.9,1.3,1,97.5,,
Ammonia+air (XNH3=0.1),569.7,0.7,1,82.9,,
Ammonia+air (XNH3=0.1),577.8,1.3,5,52.4,,
Ammonia+air (XNH3=0.1),579.3,1,1,86.3,,
Ammonia+air (XNH3=0.1),584.7,0.7,1,88.7,,
Ammonia+air (XNH3=0.1),589.8,1,1,90.8,,
Ammonia+air (XNH3=0.1),590.7,1.3,1,106.3,,
Ammonia+air (XNH3=0.1),591,0.7,5,45.3,,
Ammonia+air (XNH3=0.1),591.3,1,5,45.5,,
Ammonia+air (XNH3=0.1),601.2,0.7,1,95.3,,
Ammonia+air (XNH3=0.1),602.1,1,1,96.3,,
Ammonia+air (XNH3=0.1),606.9,1,5,49.7,,
Ammonia+air (XNH3=0.1),608.1,1.3,1,113.5,,
Ammonia+air (XNH3=0.1),613.2,1.3,5,60.9,,
Ammonia+air (XNH3=0.1),616.2,0.7,1,100.1,,
Ammonia+air (XNH3=0.1),621.3,0.7,5,51.6,,
Ammonia+air (XNH3=0.1),627,1.3,5,64,,
Ammonia+air (XNH3=0.1),631.2,0.7,1,105.3,,
Ammonia+air (XNH3=0.1),632.7,1.3,1,123.3,,
Ammonia+air (XNH3=0.1),636,1.3,1,124.9,,
Ammonia+air (XNH3=0.1),636.6,1,5,57.7,,
Ammonia+air (XNH3=0.1),639,1.3,1,126.1,,
Ammonia+air (XNH3=0.1),641.4,1.3,5,68.1,,
Ammonia+air (XNH3=0.1),648.6,1,5,61.8,,
Ammonia+air (XNH3=0.1),649.8,0.7,5,58.2,,
Ammonia+air (XNH3=0.1),650.4,1.3,1,130.9,,
Ammonia+air (XNH3=0.1),653.7,1.3,1,132.1,,
Ammonia+air (XNH3=0.1),660.3,1.3,5,73.2,,
Ammonia+air (XNH3=0.1),660.6,1,5,65.4,,
Ammonia+air (XNH3=0.1),663.6,0.7,5,62,,
Ammonia+air (XNH3=0.1),668.7,1.3,1,139.4,,
Ammonia+air (XNH3=0.1),676.5,1,5,70.9,,
Ammonia+air (XNH3=0.1),683.1,1.3,5,78.8,,
Ammonia+air (XNH3=0.1),683.7,0.7,5,66.3,,
Ammonia+air (XNH3=0.1),689.7,1.3,1,149.5,,
Ammonia+air (XNH3=0.1),696.6,1,5,78.1,,
Ammonia+air (XNH3=0.1),698.4,1.3,5,83.6,,
Ammonia+air (XNH3=0.1),702.6,1.3,5,84.5,,
Ammonia+air (XNH3=0.1),705.6,1.3,5,85.8,,
Ammonia+air (XNH3=0.1),708.6,1.3,5,86.1,,
Ammonia+air (XNH3=0.1),709.2,1,5,81.7,,
Ammonia+air (XNH3=0.1),710.4,0.7,5,73.7,,
Ammonia+air (XNH3=0.1),713.1,1.3,1,161.2,,
Ammonia+air (XNH3=0.1),714.3,1,5,83.9,,
Ammonia+air (XNH3=0.1),717.9,1,5,83.6,,
Ammonia+air (XNH3=0.1),718.2,1.3,5,88.6,,
Ammonia+air (XNH3=0.1),726.6,1,5,86.9,,
Ammonia+air (XNH3=0.1),732.6,0.7,5,78.9,,
Ammonia+air (XNH3=0.1),738.9,1.3,5,94.6,,
Ammonia+air (XNH3=0.1),743.4,1,5,93.2,,
Ammonia+air (XNH3=0.1),750,0.699,1,152.129,,
Ammonia+air (XNH3=0.1),750,0.701,5,83.127,,
Ammonia+air (XNH3=0.1),750,0.802,1,184.474,,
Ammonia+air (XNH3=0.1),750,0.804,5,102.534,,
Ammonia+air (XNH3=0.1),750,0.9,5,116.011,,
Ammonia+air (XNH3=0.1),750,0.902,1,200.647,,
Ammonia+air (XNH3=0.1),750,1,1,206.577,,
Ammonia+air (XNH3=0.1),750,1.004,5,126.792,,
Ammonia+air (XNH3=0.1),750,1.1,5,127.871,,
Ammonia+air (XNH3=0.1),750,1.104,1,194.178,,
Ammonia+air (XNH3=0.1),750,1.202,1,186.092,,
Ammonia+air (XNH3=0.1),750,1.202,5,118.167,,
Ammonia+air (XNH3=0.1),750,1.302,1,176.927,,
Ammonia+air (XNH3=0.1),750,1.302,5,97.682,,
Ammonia+air (XNH3=0.1),750,1.403,5,71.267,,
Ammonia+air (XNH3=0.1),750,1.405,1,156.981,,
Ammonia+air (XNH3=0.1),750.3,1.3,5,98.1,,
Ammonia+air (XNH3=0.1),750.6,0.7,5,83.5,,
Ammonia+air (XNH3=0.1),750.6,1.3,1,179.4,,
Ammonia+air (XNH3=0.1),753.6,1,5,97.7,,
Ammonia+air (XNH3=0.2),300,0.697,5,6.923,,
Ammonia+air (XNH3=0.2),300,0.699,1,16.269,,
Ammonia+air (XNH3=0.2),300,0.798,5,11.308,,
Ammonia+air (XNH3=0.2),300,0.8,1,23.077,,
Ammonia+air (XNH3=0.2),300,0.898,5,15.231,,
Ammonia+air (XNH3=0.2),300,0.899,1,28.846,,
Ammonia+air (XNH3=0.2),300,0.998,5,16.154,,
Ammonia+air (XNH3=0.2),300,0.999,1,32.538,,
Ammonia+air (XNH3=0.2),300,1.098,5,17.192,,
Ammonia+air (XNH3=0.2),300,1.099,1,33.692,,
Ammonia+air (XNH3=0.2),300,1.198,5,13.154,,
Ammonia+air (XNH3=0.2),300,1.199,1,30.808,,
Ammonia+air (XNH3=0.2),300,1.299,1,23.423,,
Ammonia+air (XNH3=0.2),300,1.3,5,9.692,,
Ammonia+air (XNH3=0.2),300,1.401,1,16.154,,
Ammonia+air (XNH3=0.2),300,1.401,5,7.615,,
Ammonia+air (XNH3=0.2),750,0.701,1,135.957,,
Ammonia+air (XNH3=0.2),750,0.701,5,72.345,,
Ammonia+air (XNH3=0.2),750,0.8,1,151.051,,
Ammonia+air (XNH3=0.2),750,0.802,5,90.135,,
Ammonia+air (XNH3=0.2),750,0.902,5,103.073,,
Ammonia+air (XNH3=0.2),750,0.904,1,168.302,,
Ammonia+air (XNH3=0.2),750,1.002,1,182.857,,
Ammonia+air (XNH3=0.2),750,1.004,5,108.464,,
Ammonia+air (XNH3=0.2),750,1.1,1,175.31,,
Ammonia+air (XNH3=0.2),750,1.102,5,112.237,,
Ammonia+air (XNH3=0.2),750,1.202,1,167.224,,
Ammonia+air (XNH3=0.2),750,1.202,5,101.995,,
Ammonia+air (XNH3=0.2),750,1.3,1,150.512,,
Ammonia+air (XNH3=0.2),750,1.304,5,80.97,,
Ammonia+air (XNH3=0.2),750,1.403,5,65.337,,
Ammonia+air (XNH3=0.2),750,1.405,1,125.714,,
Ammonia+air (XNH3=0.3),300,0.696,5,6.231,,
Ammonia+air (XNH3=0.3),300,0.701,1,14.423,,
Ammonia+air (XNH3=0.3),300,0.8,5,9.692,,
Ammonia+air (XNH3=0.3),300,0.801,1,20.192,,
Ammonia+air (XNH3=0.3),300,0.898,5,12.808,,
Ammonia+air (XNH3=0.3),300,0.899,1,26.192,,
Ammonia+air (XNH3=0.3),300,1,5,14.769,,
Ammonia+air (XNH3=0.3),300,1.001,1,29.885,,
Ammonia+air (XNH3=0.3),300,1.099,1,30.115,,
Ammonia+air (XNH3=0.3),300,1.1,5,14.538,,
Ammonia+air (XNH3=0.3),300,1.198,5,11.654,,
Ammonia+air (XNH3=0.3),300,1.199,1,26.192,,
Ammonia+air (XNH3=0.3),300,1.3,1,18.115,,
Ammonia+air (XNH3=0.3),300,1.3,5,9.231,,
Ammonia+air (XNH3=0.3),300,1.399,5,7.5,,
Ammonia+air (XNH3=0.3),300,1.403,1,13.5,,
Ammonia+air (XNH3=0.3),470.7,1.3,5,25.2,,
Ammonia+air (XNH3=0.3),478.8,1,1,33.9,,
Ammonia+air (XNH3=0.3),484.8,1.3,1,51.1,,
Ammonia+air (XNH3=0.3),490.8,0.7,5,26.7,,
Ammonia+air (XNH3=0.3),505.2,1.3,5,29.3,,
Ammonia+air (XNH3=0.3),506.7,1.3,1,55.8,,
Ammonia+air (XNH3=0.3),508.8,1,1,41.7,,
Ammonia+air (XNH3=0.3),514.2,1,5,16.6,,
Ammonia+air (XNH3=0.3),514.5,0.7,5,29.8,,
Ammonia+air (XNH3=0.3),519.3,0.7,1,52.2,,
Ammonia+air (XNH3=0.3),519.3,1.3,5,30.6,,
Ammonia+air (XNH3=0.3),523.2,1,1,45.8,,
Ammonia+air (XNH3=0.3),526.5,1.3,1,60.9,,
Ammonia+air (XNH3=0.3),536.1,0.7,5,33,,
Ammonia+air (XNH3=0.3),544.8,1,5,21.8,,
Ammonia+air (XNH3=0.3),548.1,1,1,52.7,,
Ammonia+air (XNH3=0.3),548.4,1.3,1,66.2,,
Ammonia+air (XNH3=0.3),549.9,0.7,1,59.7,,
Ammonia+air (XNH3=0.3),553.5,1.3,5,35.6,,
Ammonia+air (XNH3=0.3),555.3,1,5,23.4,,
Ammonia+air (XNH3=0.3),555.9,0.7,1,61.1,,
Ammonia+air (XNH3=0.3),559.2,0.7,5,36.4,,
Ammonia+air (XNH3=0.3),565.8,1,1,59.3,,
Ammonia+air (XNH3=0.3),567.9,1.3,1,71.6,,
Ammonia+air (XNH3=0.3),573.3,0.7,1,65.7,,
Ammonia+air (XNH3=0.3),581.4,0.7,5,39.9,,
Ammonia+air (XNH3=0.3),585.6,1,5,30.3,,
Ammonia+air (XNH3=0.3),590.1,1.3,1,77.3,,
Ammonia+air (XNH3=0.3),591.6,1.3,5,41,,
Ammonia+air (XNH3=0.3),594.6,1,1,68.4,,
Ammonia+air (XNH3=0.3),595.2,0.7,1,71.4,,
Ammonia+air (XNH3=0.3),605.1,0.7,5,43.9,,
Ammonia+air (XNH3=0.3),607.8,1.3,1,82.3,,
Ammonia+air (XNH3=0.3),614.1,0.7,1,77.2,,
Ammonia+air (XNH3=0.3),618.3,1,5,37.2,,
Ammonia+air (XNH3=0.3),619.5,1,1,76.4,,
Ammonia+air (XNH3=0.3),621.9,1.3,5,46,,
Ammonia+air (XNH3=0.3),624,0.7,5,47.1,,
Ammonia+air (XNH3=0.3),632.4,1,1,81.1,,
Ammonia+air (XNH3=0.3),632.4,1.3,1,89.3,,
Ammonia+air (XNH3=0.3),634.5,1.3,1,90.2,,
Ammonia+air (XNH3=0.3),639,1.3,1,91.8,,
Ammonia+air (XNH3=0.3),643.5,1,5,43.9,,
Ammonia+air (XNH3=0.3),645.3,1,1,85.8,,
Ammonia+air (XNH3=0.3),647.7,0.7,5,51.4,,
Ammonia+air (XNH3=0.3),650.1,1.3,5,50.8,,
Ammonia+air (XNH3=0.3),650.4,1,1,88,,
Ammonia+air (XNH3=0.3),650.4,1.3,1,94.9,,
Ammonia+air (XNH3=0.3),653.4,1.3,1,96.2,,
Ammonia+air (XNH3=0.3),654.6,0.7,1,90.1,,
Ammonia+air (XNH3=0.3),664.2,1.3,5,53.3,,
Ammonia+air (XNH3=0.3),667.8,0.7,5,55.4,,
Ammonia+air (XNH3=0.3),667.8,1,5,49.1,,
Ammonia+air (XNH3=0.3),668.1,1.3,1,100.9,,
Ammonia+air (XNH3=0.3),670.5,1,1,96.3,,
Ammonia+air (XNH3=0.3),678.6,0.7,1,97.6,,
Ammonia+air (XNH3=0.3),680.4,1,5,52.1,,
Ammonia+air (XNH3=0.3),683.7,1.3,5,56.8,,
Ammonia+air (XNH3=0.3),684.6,0.7,5,59.1,,
Ammonia+air (XNH3=0.3),689.7,1.3,1,107.9,,
Ammonia+air (XNH3=0.3),690.6,1,1,104.3,,
Ammonia+air (XNH3=0.3),695.4,0.7,5,61.1,,
Ammonia+air (XNH3=0.3),697.5,1,5,57.1,,
Ammonia+air (XNH3=0.3),702.9,0.7,5,62.6,,
Ammonia+air (XNH3=0.3),708.9,1,1,110.9,,
Ammonia+air (XNH3=0.3),711.3,1.3,5,61.8,,
Ammonia+air (XNH3=0.3),713.4,1.3,1,115.4,,
Ammonia+air (XNH3=0.3),717.6,1,1,115,,
Ammonia+air (XNH3=0.3),718.2,0.7,5,66.3,,
Ammonia+air (XNH3=0.3),718.5,0.7,1,111.6,,
Ammonia+air (XNH3=0.3),720.3,1,5,62.3,,
Ammonia+air (XNH3=0.3),731.4,1,1,120.8,,
Ammonia+air (XNH3=0.3),733.5,1.3,5,66.9,,
Ammonia+air (XNH3=0.3),736.5,0.7,1,118.2,,
Ammonia+air (XNH3=0.3),738.9,0.7,5,71.4,,
Ammonia+air (XNH3=0.3),739.8,1,5,68.4,,
Ammonia+air (XNH3=0.3),749.7,0.7,5,73.5,,
Ammonia+air (XNH3=0.3),750,0.701,1,124.097,,
Ammonia+air (XNH3=0.3),750,0.701,5,64.259,,
Ammonia+air (XNH3=0.3),750,0.8,1,136.496,,
Ammonia+air (XNH3=0.3),750,0.802,5,78.814,,
Ammonia+air (XNH3=0.3),750,0.902,1,149.434,,
Ammonia+air (XNH3=0.3),750,0.904,5,92.291,,
Ammonia+air (XNH3=0.3),750,1.002,1,165.606,,
Ammonia+air (XNH3=0.3),750,1.002,5,98.76,,
Ammonia+air (XNH3=0.3),750,1.102,1,153.747,,
Ammonia+air (XNH3=0.3),750,1.102,5,99.299,,
Ammonia+air (XNH3=0.3),750,1.202,1,143.504,,
Ammonia+air (XNH3=0.3),750,1.202,5,87.978,,
Ammonia+air (XNH3=0.3),750,1.3,5,69.7,,
Ammonia+air (XNH3=0.3),750,1.302,1,135.418,,
Ammonia+air (XNH3=0.3),750,1.302,5,69.65,,
Ammonia+air (XNH3=0.3),750,1.403,1,120.323,,
Ammonia+air (XNH3=0.3),750,1.405,5,58.868,,
Ammonia+air (XNH3=0.3),750.6,1.3,1,129.6,,
Ammonia+air (XNH3=0.3),754.5,1,5,72.6,,
Ammonia+air (XNH3=0.3),756,0.7,1,125.7,,
propane,300,0.195,1,14.355,,
propane,300,0.199,1,12.98,,
propane,300,0.402,1,9.6,,
propane,300,0.406,1,22.723,,
propane,300,0.597,1,34.89,,
propane,300,0.6,1,23.88,,
propane,300,0.604,1,23.715,,
propane,300,0.695,1,24.79,,
propane,300,0.696,1,29.02,,
propane,300,0.697,1,22.92,,
propane,300,0.698,1,13.237,,
propane,300,0.698,1,25.547,,
propane,300,0.698,1,26.51,,
propane,300,0.7,1,17.41,,
propane,300,0.702,1,10.091,,
propane,300,0.703,1,23.8,,
propane,300,0.795,1,28.67,,
propane,300,0.795,1,26.877,,
propane,300,0.796,1,30.6,,
propane,300,0.796,1,32.56,,
propane,300,0.797,1,21.796,,
propane,300,0.798,1,27.1,,
propane,300,0.799,1,24.88,,
propane,300,0.799,1,34.04,,
propane,300,0.799,1,31.5,,
propane,300,0.799,1,24.577,,
propane,300,0.8,1,36.85,,
propane,300,0.802,1,18.286,,
propane,300,0.803,1,24.385,,
propane,300,0.804,1,31.76,,
propane,300,0.811,1,32.16,,
propane,300,0.895,1,29.88,,
propane,300,0.895,1,31.5,,
propane,300,0.897,1,36.665,,
propane,300,0.897,1,26.12,,
propane,300,0.899,1,38.26,,
propane,300,0.901,1,34.466,,
propane,300,0.902,1,36.6,,
propane,300,0.903,1,29.143,,
propane,300,0.904,1,37.69,,
propane,300,0.905,1,32.166,,
